strain	species	date	region	country	location	host	group	collector	authors	title	journal	paper url
16.0782	Pst	2016-11-26	asia	China	Nanhuzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0783	Pst	2016-11-26	asia	China	Nanhuzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0786	Pst	2016-11-26	asia	China	Nanhuzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0787	Pst	2016-11-26	asia	China	Nanhuzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0788	Pst	2016-11-27	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0789	Pst	2016-11-27	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0790	Pst	2016-11-27	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0791	Pst	2016-11-27	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0793	Pst	2016-11-27	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0794	Pst	2016-11-28	asia	China	Pingnanzhen	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0796	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0797	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0798	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0799	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0800	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0801	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0802	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0803	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0804	Pst	2016-11-28	asia	China	Jinshanxiang	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0006	Pst	2017-04-07	north america	USA	Chickasha_OK	Ruby Lee	Other	Marla Barnett	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0007	Pst	2017-04-11	north america	USA	Altus_OK	Snowmass	Other	Marla Barnett	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0008	Pst	2017-04-25	north america	USA	Wichita_KS	2141	Other	Marla Barnett	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0009	Pst	2017-04-27	north america	USA	Wichita_KS	LCS Compass	Other	Marla Barnett	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0021	Pst	2017-05-25	north america	USA	Lafayette_IN	NC13142-33	Other	Tracy Richards	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0022	Pst	2017-05-25	north america	USA	Lafayette_IN	NC13142-35	Other	Tracy Richards	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0023	Pst	2017-05-25	north america	USA	Lafayette_IN	NC13142-36	Other	Tracy Richards	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0028	Pst	2017-05-30	europe	Sweden	Sandby	Linz	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0029	Pst	2017-05-30	europe	Sweden	Sandby	Linz	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0030	Pst	2017-06-02	europe	Sweden	Svalöv	Kranich	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0031	Pst	2017-06-02	europe	Sweden	Svalöv	Norin	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0057	Pst	2017-06-13	north america	USA	Walla_Walla_WA	Otto	Other	Jay Kalous	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0058	Pst	2017-06-13	north america	USA	Walla_Walla_WA	Artdeco	Other	Jay Kalous	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0089	Pst	2017-06-15	europe	Sweden	Svalöv	Kranich	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0090	Pst	2017-06-15	europe	Sweden	Svalöv	555012	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0189	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0190	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0191	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0192	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0193	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0194	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0197	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0203	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0204	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0207	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0208	Pst	2017-XX-XX	asia	China	China	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0286	Pst	2017-XX-XX	europe	UK	UK	Unknown	PstS8	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
14.0001	Pst	2014-05-21	europe	Croatia	Osijek	Unknown	PstS7	Novosevovie	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0002	Pst	2014-06-12	europe	Czechia	Rokytnice	Tilman	PstS7	Vaclav Sklenar	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0004	Pst	2014-06-16	europe	France	Marchélepot	Glasgow	PstS10	J-C Talbourdet	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0005	Pst	2014-06-16	europe	France	Marchélepot	Trapez	PstS10	J-C Talbourdet	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0006	Pst	2014-06-16	europe	France	Marchélepot	Bergoumo	PstS10	J-C Talbourdet	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0007	Pst	2014-06-10	europe	France	Vauroisy	Trapez	PstS10	Briard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0008	Pst	2014-05-19	europe	Austria	Groß_Enzersdorf	Sax	PstS7	Susanne Kirchmaier	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0009	Pst	2014-05-22	europe	Austria	Gießhübl	Sax	PstS7	Susanne Kirchmaier	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0010	Pst	2014-05-22	europe	Poland	Choryn	Unknown	Triticale	Zofia Banaszak	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0011	Pst	2014-05-13	europe	Croatia	Croatia	Unknown	PstS7	Alison Bentley	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0014	Pst	2014-06-04	europe	France	Gourhel	Altigo	PstS10	Grellier	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0015	Pst	2014-06-04	europe	France	Guégon	Expert	PstS7	Grellier	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0016	Pst	2014-06-04	europe	France	Loyat	Alixan	PstS10	Grellier	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0017	Pst	2014-02-21	europe	UK	Sutton_Scotney	Victo	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0018	Pst	2014-02-21	europe	UK	Sutton_Scotney	Oakley	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0019	Pst	2014-03-07	europe	UK	UK	Panorama	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0020	Pst	2014-03-07	europe	UK	UK	Target	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0021	Pst	2014-03-18	europe	UK	UK	Unknown Spreader	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0023	Pst	2014-XX-XX	europe	UK	UK	Cocoon	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0024	Pst	2014-06-05	europe	Poland	Gurcz	Kobra	PstS10	Marcin Lanski	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0025	Pst	2014-06-05	europe	Poland	Gurcz	Arkadia	PstS8	Marcin Lanski	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0026	Pst	2014-06-06	europe	Poland	Jarosławiec	Legenda	PstS7	Szymon Laczny	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0027	Pst	2014-06-06	europe	Poland	Jarosławiec	Princeps	PstS8	Szymon Laczny	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0035	Pst	2014-06-10	europe	Germany	Moselsürsch	Akteur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0036	Pst	2014-06-13	europe	Germany	Etzdorf	JB Asano	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0037	Pst	2014-06-13	europe	Germany	Etzdorf	Kometus	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0039	Pst	2014-06-16	europe	Germany	Hingste	Opal	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0040	Pst	2014-06-16	europe	Germany	Hingste	Akteur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0041	Pst	2014-06-16	europe	Germany	Hingste	Contur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0042	Pst	2014-06-17	europe	Germany	Dunau	Loft	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0043	Pst	2014-06-23	europe	Germany	Grucking	JB Asano	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0044	Pst	2014-06-23	europe	Germany	Kirchmatting	Akteur	PstS10	Prochnow: Rosie Bryson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0046	Pst	2014-06-25	europe	France	La_Corbillière	Hysun	PstS10	Hamon	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0047	Pst	2014-06-25	europe	France	La_Corbillière	Karur	PstS10	Hamon	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0059	Pst	2014-06-19	europe	Czechia	Olomouc	Perenial grass	PstS7	Ruth Bryant	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0060	Pst	2014-06-19	europe	Czechia	Olomouc	NIC08-108	PstS7	Ruth Bryant	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0062	Pst	2014-06-23	europe	France	Druelle	Unknown Triticale	Triticale	Ruth Bryant	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0069	Pst	2014-06-11	europe	Bulgaria	Novi_Han	Enola	PstS7	Todor Manslov	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
